,text,line,start_pos,end_pos,file,class,prob,predict
2533,Bolting and Torquing Activities a.,220,1118,1152,ano_2001003.txt,,0.288100004196167,Control
2534,"Scope The team reviewed the license renewal application, the NRC's SER, plant procedures, planned work packages, and results of completed work packages to verify that the applicant implemented their torquing and bolting activities as described in the application and as accepted in the NRC's SER.",220,1152,1448,ano_2001003.txt,,0.9907000064849854,Management
2535,The team also interviewed knowledgeable program engineers.,220,1448,1506,ano_2001003.txt,,0.44110000133514404,Control
2536,"b. Observations In their license renewal application, the applicant states that the aging effects in pressure boundary bolting applications associated with Class 1 piping components within the scope of license renewal are cracking, loss of material, and loss of mechanical closure.",220,1506,1787,ano_2001003.txt,,0.7052000164985657,Procedural&Team
2537,These aging effects are prevented or identified and corrected by bolting and torquing activities.,220,1787,1884,ano_2001003.txt,,0.5892999768257141,Control
2538,"In Appendix B of their license renewal application, the applicant describes its bolting and torquing activities as including inspection of mating surfaces to ensure that they are smooth and free of major defects.",220,1884,2096,ano_2001003.txt,,0.36730000376701355,Information
2539,"Male and female threads are inspected for major defects (such as nicks, burrs, evidence of galling, etc.).",220,2096,2202,ano_2001003.txt,,0.6868000030517578,Management
2540,"Other criteria includes proper and adequate thread engagement, no loose fasteners, and use of proper torquing values.",220,2202,2319,ano_2001003.txt,,0.6421999931335449,Control
2541,"At ANO-1, bolting and torquing activities are governed by Procedure/Work Plan 1025.020.",220,2319,2406,ano_2001003.txt,,0.4404999911785126,Management
2542,"Bolting and torquing activities are used to prepare, install, and tighten threaded fasteners.",220,2406,2499,ano_2001003.txt,,0.6488999724388123,Control
2543,"This procedure, as stated within, applies to all maintenance activities that involve threaded fasteners.",220,2499,2603,ano_2001003.txt,,0.8999999761581421,Performance
2544,This procedure provides,220,2603,2626,ano_2001003.txt,,0.303600013256073,Control
2545,"-31guidance for determining the two basic conditions required of fasteners, including ""snug tight"" (where all mechanical slack has been removed from the mating surfaces of a bolted joint) and ""tensioned"" (where a specific amount of preload is applied).",222,0,253,ano_2001003.txt,,0.4661000072956085,Control
2546,"In addition, this procedure specified visual inspections of nuts, bolts, washers, and surfaces to identify any degradation.",222,253,376,ano_2001003.txt,,0.5636000037193298,Management
2547,The team found that the criteria described in this procedure agreed with that provided in the license renewal application.,222,376,498,ano_2001003.txt,,0.5575000047683716,Procedural&Team
2548,"The team reviewed three randomlyselected, planned maintenance packages, and four completed maintenance packages for Class 1 components.",222,498,633,ano_2001003.txt,,0.4117000102996826,Information
2549,Each of the seven packages referenced Procedure/Work Plan 1025.020 for torquing requirements.,222,633,726,ano_2001003.txt,,0.5942000150680542,Control
2550,"In addition, the four completed packages contained sign-off sheets for torquing activities.",222,726,817,ano_2001003.txt,,0.42170000076293945,Information
2551,c. Conclusions The team concluded that the applicant implemented its bolting and torquing activities consistent with the license renewal application and the NRC's SER.,222,817,984,ano_2001003.txt,,0.4625999927520752,Performance
2553,Reactor Building Integrated Leak Rate Test a.,222,987,1032,ano_2001003.txt,,0.4169999957084656,Information
2554,"Scope The team reviewed the applicant's license renewal application, the NRC's SER, engineering reports, and plant procedures to verify that the applicant implemented the reactor building Integrated Leak Rate Test (ILRT) as described in the application and accepted in the NRC's SER.",222,1032,1315,ano_2001003.txt,,0.9557999968528748,Management
2555,The team also discussed this program with knowledgeable applicant personnel.,222,1315,1391,ano_2001003.txt,,0.5170000195503235,Control
2557,Review The ANO-1 reactor building ILRT is an inservice inspection to test the leak tightness of the ANO-1 reactor building to ensure the containment pressure boundary.,222,1393,1560,ano_2001003.txt,,0.6154999732971191,Control
2558,"The ILRT is performed every 10 years, as long as the calculated leak rate is less than the allowable, in accordance with ANO Engineering Standard HES-02, ""Containment Leak Rate Testing Program.""",222,1560,1754,ano_2001003.txt,,0.932699978351593,Management
2559,"The last ILRT of the ANO-1 reactor building was completed in April 14, 1992 (Type A).",222,1754,1839,ano_2001003.txt,,0.48579999804496765,Control
2560,"After that test, ANO management adopted the Type B test, which detects local leaks and measures leakage across each pressure containing or leakage-limiting boundary for the reactor containment penetrations.",222,1839,2045,ano_2001003.txt,,0.9761999845504761,Procedural&Team
2561,Section 6.3.1 of HES-02 states that Type A ILRTs are required once per 10 years as long as calculated leakage remains below the allowable.,222,2045,2183,ano_2001003.txt,,0.9922000169754028,Management
2562,The 10-year interval for completion of an ILRT may be extended up to 15 months to be consistent with standard outage scheduling practices.,222,2183,2321,ano_2001003.txt,,0.633400022983551,Planning
2563,If an ILRT fails acceptable performance then it must be reperformed within 48 months.,222,2321,2406,ano_2001003.txt,,0.6866000294685364,Control
2564,"Following a successful ILRT, the surveillance frequency may be returned to 10 years.",222,2406,2490,ano_2001003.txt,,0.33230000734329224,Procedural&Team
2565,"-32Procedure/Work Plan 5120.400 provides instructions for conducting an ANO-1, ILRT in accordance with Technical Specification 4.4 and 10 CFR Part 50, Appendix J.",224,0,163,ano_2001003.txt,,0.5670999884605408,Control
2566,The team reviewed this test procedure and results and found that the procedure is implemented in accordance with Engineering Standard HES-02.,224,163,304,ano_2001003.txt,,0.31769999861717224,Control
2567,The team reviewed Procedure/Work Plan 5120.513 Inservice Inspection (ISI) Visual Examinations which describes the requirements for performing a Type B visual inspection.,224,304,473,ano_2001003.txt,,0.5709999799728394,Control
2568,The next Type B ILRT for ANO-1 is scheduled for the next refueling outage (March 2001).,224,473,560,ano_2001003.txt,,0.4830000102519989,Control
2569,c. Conclusions The team concluded that the Types A and B ILRTs are implemented as described in the applicant's license renewal application and the NRC's SER.,224,560,717,ano_2001003.txt,,0.5978999733924866,Performance
2571,Annual Emergency Cooling Pond Sounding Inspection a.,224,720,772,ano_2001003.txt,,0.44830000400543213,Control
2572,"Scope The team reviewed the license renewal application, the NRC's SER, engineering reports, maintenance action items, and procedures to verify that the applicant implemented the Annual Emergency Cooling Pond (ECP) Sounding Inspection as described in the application and accepted in the SER.",224,772,1063,ano_2001003.txt,,0.5892999768257141,Control
2573,The team also interviewed knowledgeable applicant personnel.,224,1063,1123,ano_2001003.txt,,0.43810001015663147,Control
2574,b. Observations The purpose of the Annual ECP Sounding Inspection is to verify that a sufficient supply of cooling water is available to handle design basis accidents with a concurrent loss of the Dardanelle Reservoir.,224,1123,1341,ano_2001003.txt,,0.6665999889373779,Planning
2575,This inspection is performed annually and measures the average depth of the pond to ensure an average pond volume of 70 acre-feet of water below the overflow level.,224,1341,1505,ano_2001003.txt,,0.614300012588501,Control
2576,"The average area of the pond is 14 acres, so a minimum average depth of 5 feet is necessary.",224,1505,1597,ano_2001003.txt,,0.9916999936103821,Procedural&Team
2577,"Section 4.21.1 of Engineering Report 93-R-1011-01, ""Review of the Programs Credited in the License Renewal Evaluations describes the Annual ECP Sounding Inspection.",224,1597,1761,ano_2001003.txt,,0.41769999265670776,Information
2578,"Past ECP Soundings have identified deficiencies, such as torn sandbags, out-of-place rip-rap, eroded banks, and a broken drain.",224,1761,1888,ano_2001003.txt,,0.670799970626831,Management
2579,"These deficiencies were documented in Condition Report CR-ANO-C-1995-0220, and corrective action was taken.",224,1888,1995,ano_2001003.txt,,0.5960000157356262,Control
2580,"The team reviewed the results of the most recent Annual ECP Sounding Inspection which was performed on September 16, 2000, in accordance with Inspection and Procedure/Work Plan 1306.019.",224,1995,2181,ano_2001003.txt,,0.49559998512268066,Planning
2581,The team found that it was adequately implemented.,224,2181,2231,ano_2001003.txt,,0.9907000064849854,Team & Organization
2583,"Conclusion The team concluded that the Annual ECP Sounding Inspection was implemented as described in the license renewal application and as accepted by the NRC's SER, and that it will provide reasonable assurance that the aging effects of the ECP will be managed such that the ECP will continue to perform its intended function consistent with the licensing basis for the period of extended operation.",226,6,408,ano_2001003.txt,,0.901199996471405,Performance
2585,Spent Fuel Pool Level Monitoring a.,226,411,446,ano_2001003.txt,,0.2696000039577484,Control
2586,"Scope The team reviewed the license renewal application, the NRC's SER, engineering reports, Technical Specifications, and procedures to verify that the applicant will implement Spent Fuel Pool (SFP) Level Monitoring as described in the application and accepted in the SER.",226,446,719,ano_2001003.txt,,0.7716000080108643,Procedural&Team
2587,The team also discussed this program with knowledgeable applicant staff.,226,719,791,ano_2001003.txt,,0.5009999871253967,Control
2588,b. Observations The existing SFP Level Monitoring program requires the level of the SFP be recorded by an operator once per shift.,226,791,921,ano_2001003.txt,,0.42489999532699585,Control
2589,"In addition, at 0.5 feet below normal level, a low level alarm occurs in the control room to alert the operators to a low level condition in the SFP.",226,921,1070,ano_2001003.txt,,0.9972000122070312,Procedural&Team
2590,"The team reviewed Engineering Reports 93-R-1011-01, ""Review of the Programs Credited in the License Renewal Evaluations,"" and 93-R-1016-04, ""Aging Management Review of the Spent Fuel System.""",226,1070,1261,ano_2001003.txt,,0.8529999852180481,Procedural&Team
2591,"As described in these reports, Spent Fuel Pool Level Monitoring is credited for managing cracking of the SFP liner.",226,1261,1376,ano_2001003.txt,,0.9581999778747559,Cognition
2592,"The team reviewed SFP levels recorded during December 2000 and January 2001 and noted that the Unit 1 SFP level dropped from +0.5 feet to -0.5 feet (equivalent to about 7000 gallons) every 10 to 14 days, an equivalent loss of approximately 7000 gallons.",226,1376,1629,ano_2001003.txt,,0.9801999926567078,Procedural&Team
2593,The team compared the Unit 1 SFP loss to that of Unit 2 and found that the Unit 2 SFP loss was much less.,226,1629,1734,ano_2001003.txt,,0.9995999932289124,Performance
2594,This was attributed to a higher temperature in the Unit 1 SFP and greater leakage through the cask loading and fuel tilt pits for Unit 1.,226,1734,1871,ano_2001003.txt,,0.47909998893737793,Control
2595,The applicant indicated that the trench drains of the SFP liner were currently not monitored for leakage.,226,1871,1976,ano_2001003.txt,,0.3944999873638153,Control
2596,"However, the SFP Level Monitoring Program will be enhanced to include monitoring of the trench drains, as described in Engineering Report 93-R-1011-01.",226,1976,2127,ano_2001003.txt,,0.8320000171661377,Management
2597,The team found this to be acceptable.,226,2127,2164,ano_2001003.txt,,0.4975000023841858,Procedural&Team
2598,"c. Conclusion The team concluded that the SFP Level Monitoring Program, as described in the license renewal application, and with the proposed enhancement described above, will provide reasonable assurance that the aging effects of the SFP liner will be managed during the period of extended operation.",226,2164,2466,ano_2001003.txt,,0.5073999762535095,Management
2600,Inspection and Preventive Maintenance of the Polar Crane a.,228,7,66,ano_2001003.txt,,0.9908999800682068,Procedural&Team
2601,"Scope The team reviewed the license renewal application, the NRC's SER, engineering reports, engineering evaluations, maintenance action items, maintenance records, and procedures to verify that the Inspection and Preventive Maintenance of the Polar Crane is implemented as described in the application and accepted in the SER.",228,66,393,ano_2001003.txt,,0.6383000016212463,Management
2602,The team also discussed this program with knowledgeable applicant staff.,228,393,465,ano_2001003.txt,,0.5009999871253967,Control
2603,b. Observations The ANO-1 reactor building polar crane is designed to handle heavy loads during and after construction of the reactor building.,228,465,608,ano_2001003.txt,,0.5475000143051147,Control
2604,"As described in the license renewal application, the Inspection and Preventive Maintenance of the Polar Crane is credited with managing the aging effects of loss of material.",228,608,782,ano_2001003.txt,,0.9125999808311462,Cognition
2605,"The Inspection and Preventive Maintenance of the Polar Crane was described in Procedure/Work Plan 1402.134, ""Inspection and Preventive Maintenance of the Unit 1 Polar Crane (L-002),"" Revision 5, and Procedure/Work Plan 1411.002, ""Polar Crane Lubrication and Inspection,"" Revision 4.",228,782,1064,ano_2001003.txt,,0.9904999732971191,Procedural&Team
2606,"Procedure/Work Plan 1402.134 specified the polar craned be inspected annually; however, Procedure/Work Plan 1411.002 specified it be inspected every refueling outage.",228,1064,1230,ano_2001003.txt,,0.5364000201225281,Procedural&Team
2607,The team also noted that Appendix B of the license renewal application stated that the polar crane is inspected annually.,228,1230,1351,ano_2001003.txt,,0.5278000235557556,Performance
2608,"Furthermore, the manufacturer recommended maintenance be performed annually.",228,1351,1427,ano_2001003.txt,,0.4934000074863434,Control
2609,"The applicant told the team that they are using Procedure/Work Plan 1411.002 for managing aging in the polar crane, and the appropriate frequency is every refueling outage.",228,1427,1599,ano_2001003.txt,,0.8335999846458435,Procedural&Team
2610,The applicant planned to deactivate Procedure/Work Plan 1402.134.,228,1599,1664,ano_2001003.txt,,0.40549999475479126,Control
2611,"The team reviewed Preventive Maintenance Engineering Evaluation, PMEE 020, Revision 7, which justified changing the inspection frequency from the manufacturers recommendation to every refueling outage.",228,1664,1865,ano_2001003.txt,,0.5874000191688538,Control
2612,"In response to the team's identification of this discrepancy, the applicant, in a letter to the NRC dated January 31, 2001, corrected the frequency of the polar crane inspection in Appendix B of the license renewal application to be every refueling outage.",228,1865,2121,ano_2001003.txt,,0.6220999956130981,Control
2613,"The team also reviewed records of past polar crane inspections, documented in Maintenance Action Item 8554, Task 3835.",228,2121,2239,ano_2001003.txt,,0.8429999947547913,Team & Organization
2614,"The team noted, that during the performance of the polar crane inspection on September 20, 1999, the applicant replaced one of the lubricants with one from a different manufacturer.",228,2239,2420,ano_2001003.txt,,0.9865999817848206,Performance
2615,"The applicant used the Preventive Maintenance Change Document, Form1000.115A, to justify the change.",228,2420,2520,ano_2001003.txt,,0.35839998722076416,Procedural&Team
2616,The team found that this inspection and lubrication of the polar crane was performed in accordance Procedure/Work Plan 1411.002.,228,2520,2648,ano_2001003.txt,,0.821399986743927,Communication
2618,"Conclusions The team concluded that the Inspection and Preventive Maintenance of the Polar Crane, as described in the license renewal application and as accepted by the NRC's SER, will provide reasonable assurance that the aging effects of the polar crane will be managed during the period of extended operation.",230,6,318,ano_2001003.txt,,0.8784999847412109,Management
2620,Electrical Component Inspection Program a.,230,321,363,ano_2001003.txt,,0.3077999949455261,Procedural&Team
2621,Scope The Electrical Component Inspection Program has not yet been developed.,230,363,440,ano_2001003.txt,,0.41269999742507935,Information
2622,"The team reviewed the proposed Electrical Component Inspection Program by reviewing the license renewal application, applicable engineering reports, and the NRC's SER.",230,440,607,ano_2001003.txt,,0.47189998626708984,Procedural&Team
2623,"In addition, the team interviewed the applicant's program engineer.",230,607,674,ano_2001003.txt,,0.5726000070571899,Control
2624,b. Observations The proposed Electrical Component Inspection Program will manage the aging effects of passive electrical components through a combination of system testing and new activities described below.,230,674,881,ano_2001003.txt,,0.5309000015258789,Control
2625,"· An inspection program will be developed to monitor the condition of electrical cables, splices, and connectors located in areas that may be conducive to accelerated aging.",230,881,1054,ano_2001003.txt,,0.48190000653266907,Information
2626,"The inspection program will also measure insulation resistance, which should detect damage from being immersed in water.",230,1054,1174,ano_2001003.txt,,0.9509999752044678,Planning
2627,"In addition, the applicant will monitor the presence of water in the exterior cable vaults to evaluate the degree to which the applicable cables are exposed to ground water.",230,1174,1347,ano_2001003.txt,,0.9778000116348267,Planning
2628,An inspection program will be developed to inspect and monitor the condition of electrical splices.,230,1347,1446,ano_2001003.txt,,0.46700000762939453,Information
2629,A procedure will be developed to inspect and clean connectors that are terminating impedance-sensitive circuits.,230,1446,1558,ano_2001003.txt,,0.3734000027179718,Control
2633,"Aside from cables exposed to ground water, discussed above, the applicant determined that no additional aging effects for inaccessible cables or connectors were found in comparison to accessible cables or connectors.",238,0,216,ano_2001003.txt,,0.782800018787384,Procedural&Team
2634,"Thus, accessible cables and connectors can be thought of as representative of inaccessible cables and connectors.",238,216,329,ano_2001003.txt,,0.430400013923645,Control
2635,"However, the effects of aging could progress differently in the accessible compared to inaccessible cables, such as those contained in fire wraps.",238,329,475,ano_2001003.txt,,0.8242999911308289,Management
2636,"To address this possible difference, the applicant plans to perform evaluations to ensure that accessible cables are truly representative of inaccessible cables.",238,475,636,ano_2001003.txt,,0.3962000012397766,Control
2637,When an unacceptable condition is identified for an,238,636,687,ano_2001003.txt,,0.336899995803833,Control
2638,"-36accessible cable or connector, the applicant will evaluate whether the same condition is applicable to inaccessible cables and determine if additional actions need to be taken.",240,0,180,ano_2001003.txt,,0.6553000211715698,Control
2639,"The NRC staff, in it's SER, agreed.",240,180,215,ano_2001003.txt,,0.329800009727478,Control
2640,The inspection team did not identify any additional concerns not already addressed by the NRC's SER.,240,215,315,ano_2001003.txt,,0.4066999852657318,Information
2641,"c. Conclusions The team concluded that the Electrical Component Inspection Program, if implemented as described in the license renewal application and the NRC's SER, will manage the effects of aging for which it is credited.",240,315,539,ano_2001003.txt,,0.3181000053882599,Team & Organization
2643,Alternate AC Diesel Generator Testing and Inspections a.,240,542,598,ano_2001003.txt,,0.6870999932289124,Control
2644,"Scope The team reviewed the existing Alternate AC Diesel Generator Testing and Inspections Program by interviewing the program engineer, reviewing applicable engineering reports, and reviewing the results of surveillances and inspections.",240,598,836,ano_2001003.txt,,0.29249998927116394,Team & Organization
2645,b. Observations The Alternate AC Diesel Generator Testing and Inspection Program is a combination of existing proceduralized surveillance activities to ensure the effects of aging are managed before the loss of intended functions occurs.,240,836,1073,ano_2001003.txt,,0.26919999718666077,Team & Organization
2646,"The program includes the diesel generator and its components, as well as the fuel oil heat exchanger.",240,1073,1174,ano_2001003.txt,,0.5023000240325928,Org-Coordination
2647,The intended function within the scope of license renewal is to maintain pressure boundary integrity.,240,1174,1275,ano_2001003.txt,,0.6978999972343445,Control
2648,Heat function is also a function in the scope of license renewal for the heat exchangers.,240,1275,1364,ano_2001003.txt,,0.6622999906539917,Control
2649,"The aging effects addressed by the program are listed below: · Loss of material or loss of mechanical closure integrity for the starting air subsystem components; Loss of material or loss of mechanical closure integrity for the intake combustion air subsystem components; Loss of material, fouling, and mechanical closure integrity for the intake air aftercooler; Loss of material for carbon steel components, cracking of the stainless steel components, or loss of mechanical closure integrity for the exhaust subsystem components; Loss of mechanical closure integrity for the lube oil subsystem components;",240,1364,1971,ano_2001003.txt,,0.64410001039505,Procedural&Team
2654,"-37· Fouling, loss of material from wear, and loss of mechanical closure integrity for the lube oil cooler; Loss of material and loss of mechanical closure integrity for the cooling water subsystem components; and Fouling and a loss of material for the radiator, loss of material from wetted portions of the exhaust fan housings, and fouling of the fuel oil heat exchanger.",250,0,374,ano_2001003.txt,,0.995199978351593,Procedural&Team
2657,The existing programs that the applicant credits in their license renewal application for managing the effects of aging are listed below.,256,0,137,ano_2001003.txt,,0.2793999910354614,Procedural&Team
2658,Further discussion of these programs are provided elsewhere in Section III.D of this report.,256,137,229,ano_2001003.txt,,0.4172999858856201,Information
2659,· · · · Alternate AC Diesel Generator Testing and Inspections Maintenance Rule Program Auxiliary Systems Chemistry Monitoring Program Oil Analysis Program,256,229,383,ano_2001003.txt,,0.5066999793052673,Coordination
2660,"The team reviewed the following documents and results of maintenance activities: · Engineering Report 93-R-1016-18, ""Aging Management Review of the Alternate AC Generator System,"" Revision 1 Maintenance Action Item 36688, completed on November 26, 2000, using Procedure 2104.037, ""Alternate AC Diesel Generator Operations,"" to perform an 18-month test of the diesel generator and its components Maintenance Action Item 22665, completed on June 14, 2000, which is the 18-month mechanical preventive repetitive maintenance and inspection activity for the alternate ac diesel generator",258,0,582,ano_2001003.txt,,0.3767000138759613,Coordination
2663,"Based on review of the above, the team found that the maintenance testing of the alternate ac diesel generator was being performed in accordance with plant procedures.",264,0,167,ano_2001003.txt,,0.4643000066280365,Coordination
2664,"c. Conclusions The team concluded that the Alternate AC Diesel Generator Testing and Inspections, as described in the license renewal application and as accepted by the NRC's SER, provide reasonable assurance that the aging effects of the alternate ac diesel generator will be managed during the period of extended operation.",264,167,492,ano_2001003.txt,,0.9589999914169312,Performance
2666,Emergency Diesel Generator Testing and Inspections a.,266,7,60,ano_2001003.txt,,0.5771999955177307,Control
2667,"Scope The team reviewed the existing Emergency Diesel Generator Testing and Inspections Program by interviewing the program engineer, reviewing applicable engineering reports, emergency diesel generator system drawings, and the results of surveillances and inspections.",266,60,329,ano_2001003.txt,,0.6694999933242798,Control
2668,b. Observations The Emergency Diesel Generator Testing and Inspection Program is a combination of proceduralized surveillance activities.,266,329,466,ano_2001003.txt,,0.6535000205039978,Control
2669,"The program includes the emergency diesel generator assembly and its associated support components, including the fuel oil system.",266,466,596,ano_2001003.txt,,0.44449999928474426,Control
2670,The aging effects addressed by the program are: · Loss of material for the carbon steel components in the starting air system; Loss of material for the unpainted carbon steel internal surfaces and the outer portions of the intake that could be wetted by rain; Loss of material and fouling for the intake air aftercoolers; Loss of material for the exhaust components; Loss of material and fouling for the lube oil coolers; Loss of material and cracking for the cooling water system; Loss of material and fouling for the cooling water heat exchangers; and Loss of closure integrity for the engine skid mounted and connector components.,266,596,1229,ano_2001003.txt,,0.49959999322891235,Cognition
2673,The existing programs that the applicant is crediting for managing the effects of aging are listed below.,272,0,105,ano_2001003.txt,,0.5782999992370605,Cognition
2674,Further discussion of these programs are provided elsewhere in Section III.D of this report.,272,105,197,ano_2001003.txt,,0.4172999858856201,Information
2675,· · · · Emergency Diesel Generator Testing and Inspections Maintenance Rule Program Auxiliary Systems Chemistry Monitoring Program Oil Analysis Program,272,197,348,ano_2001003.txt,,0.45509999990463257,Control
2676,"-39The team reviewed the following documents and results of maintenance activities: · Engineering Report 93-R-1016-18, ""Aging Management Review of the Emergency Diesel Generator System,"" Revision 1 Maintenance Action Item 36955, completed on October 17, 2000, which utilized Procedure 1104.036, ""Emergency Diesel Generator Operation,"" to perform a monthly test of Diesel Generator 1",274,0,383,ano_2001003.txt,,0.7430999875068665,Planning
2678,"Based on review of the above, the team found that the maintenance testing of the emergency diesel generator was being performed in accordance with plant procedures.",278,0,164,ano_2001003.txt,,0.48249998688697815,Communication
2679,"c. Conclusions The team concluded that the Emergency Diesel Generator Testing and Inspections, as described in the license renewal application and as accepted by the NRC's SER, provide reasonable assurance that the aging effects of the emergency diesel generators will be managed during the period of extended operation.",278,164,484,ano_2001003.txt,,0.6794999837875366,Management
2681,Battery Quarterly Surveillance a.,278,487,520,ano_2001003.txt,,0.2957000136375427,Procedural&Team
2682,"Scope The team reviewed the existing Battery Quarterly Surveillance Program by interviewing the program engineer, visually inspecting the racks of the station batteries, and reviewing the NRC's SER, applicable engineering reports, and results of surveillances and inspections.",278,520,796,ano_2001003.txt,,0.3133000135421753,Information
2683,b. Observations The Battery Quarterly Surveillance Program is an existing program which ensures the structural integrity of the emergency battery racks.,278,796,948,ano_2001003.txt,,0.9678000211715698,Planning
2684,"The team reviewed the following documents and results of maintenance activities: · Engineering Report 93-R1015-03, ""Aging Management Review of the Auxiliary Building,"" Revision 1 Maintenance Action Initiation 25682, completed on December 21, 2000 Procedure 1307.063, ""Unit 1 D06 and D07 Battery Surveillance,"" to verify integrity of the battery racks.",278,948,1299,ano_2001003.txt,,0.32519999146461487,Management
2686,"-40In addition, the team inspected the racks for both batteries and observed that their condition was adequate.",282,0,112,ano_2001003.txt,,0.5406000018119812,Control
2687,"c. Conclusions The team concluded that the Battery Quarterly Surveillance provides reasonable assurance that the aging effects of the station batteries will be managed during the period of extended operation, as described in the license renewal application and as accepted by the NRC's SER.",282,112,402,ano_2001003.txt,,0.8654000163078308,Management
2689,Fire Barrier Inspections a.,282,405,432,ano_2001003.txt,,0.6870999932289124,Team & Organization
2690,"Scope The team reviewed the existing Fire Barrier Inspection Program by interviewing the program engineer, visually inspecting a sampling of accessible fire barriers, and reviewing the NRC's SER, applicable engineering reports, and the results of surveillances and inspections.",282,432,709,ano_2001003.txt,,0.6399000287055969,Procedural&Team
2691,"b. Observations The Fire Barrier Inspection Program is a series of proceduralized inspections that include visual inspection of fire doors, fire hatches, fire wraps, and penetration fire stops to manage loss of material.",282,709,929,ano_2001003.txt,,0.9009000062942505,Performance
2692,"In addition, the program requires visual inspection of fire wraps and penetration fire stops to manage change in material properties.",282,929,1062,ano_2001003.txt,,0.7396000027656555,Communication
2693,"The team reviewed the following documents: · Engineering Report 93-R-1015-03, ""Aging Management Review of the Auxiliary Building,"" Revision 1 Engineering Report 93-R-1015-07, ""Aging Management Review of Bulk Commodities,"" Revision 1 Procedure 1405.016, ""Unit 1 Penetration Fire Barrier Visual Inspection,"" completed October 4, 2000 Maintenance Action Item 22579, ""Perform Unit One 1-Hour Cable Fire Wrap Inspection,"" completed June 1, 2000.",282,1062,1502,ano_2001003.txt,,0.3799999952316284,Coordination
2697,The team inspected randomly-selected areas of the plant and noted that fire barriers inspected appeared to be in good condition and functional.,290,0,143,ano_2001003.txt,,0.2743000090122223,Control
2698,"c. Conclusions The team concluded that the Fire Barrier Inspections provide reasonable assurance that the aging effects of the fire barriers will be managed during the period of extended operation, as described in the license renewal application and as accepted by the NRC's SER.",290,143,422,ano_2001003.txt,,0.9828000068664551,Team & Organization
2700,Primary Chemistry Monitoring Program a.,292,7,46,ano_2001003.txt,,0.5738000273704529,Procedural&Team
2701,"Scope The team reviewed the license renewal application, the NRC's SER, plant procedures, and records of past chemistry level data and discussed the program with responsible applicant personnel.",292,46,240,ano_2001003.txt,,0.7731999754905701,Procedural&Team
2702,b. Observations This was an existing program that was identified for managing corrosion in systems containing primary system reactor coolant water.,292,240,387,ano_2001003.txt,,0.9319999814033508,Cognition
2703,"The program, described in Appendix B, Section 4.6.1, of the license renewal application, involves sampling and analysis of the fluids, limiting the levels of certain impurities, and use of chemical additives to preclude corrosive environments.",292,387,630,ano_2001003.txt,,0.7721999883651733,Procedural&Team
2704,"The purpose of the Primary Chemistry Monitoring Program is to maximize longterm availability of primary systems by minimizing system corrosion, fuel corrosion, and radiation field buildup.",292,630,818,ano_2001003.txt,,0.9598000049591064,Planning
2705,The Primary Chemistry Monitoring Program provides assurance that elevated levels of contaminates and oxygen do not exist in the systems covered by the program.,292,818,977,ano_2001003.txt,,0.27399998903274536,Control
2706,This prevents or minimizes the occurrence of cracking and other aging effects.,292,977,1055,ano_2001003.txt,,0.6798999905586243,Control
2707,"The ANO-1 Primary Chemistry Monitoring Program consists of sampling criteria, frequencies, locations, and allowable values with specific guidance for actions to be taken with parameters exceeding allowable values.",292,1055,1268,ano_2001003.txt,,0.40849998593330383,Control
2708,"The frequency of sampling is daily, weekly, monthly, quarterly or as required, based on plant operating conditions.",292,1268,1383,ano_2001003.txt,,0.2973000109195709,Procedural&Team
2709,"This frequency has been established based on Technical Specification requirements, EPRI guidelines, and ANO-specific experience.",292,1383,1511,ano_2001003.txt,,0.6643000245094299,Control
2710,The team reviewed the description of this inspection program provided in the license renewal application and discussed the program with responsible applicant personnel.,292,1511,1679,ano_2001003.txt,,0.3246000111103058,Communication
2711,"The team reviewed further details of the attributes of the program described in plant Procedure 1000.106, Primary Chemistry Monitoring Program, Change 005-00-0.",292,1679,1839,ano_2001003.txt,,0.8952000141143799,Communication
2712,"Subsequently, the team verified implementation of the program through a review of trended chemistry levels recorded in the applicant's electronic database for July through December 2000.",292,1839,2025,ano_2001003.txt,,0.3824000060558319,Information
2713,"Data reviewed included Borated Water Storage Tank, Reactor Coolant System, and Spent Fuel Pool chemistry results.",292,2025,2138,ano_2001003.txt,,0.9064000248908997,Procedural&Team
2714,The team found that all the data reviewed showed the chemical concentration parameters well within specifications.,292,2138,2252,ano_2001003.txt,,0.5353999733924866,Communication
2715,c. Conclusions The team found that the Chemistry Control Program was implemented consistent with the license renewal application and as accepted in the NRC's SER.,292,2252,2414,ano_2001003.txt,,0.4968999922275543,Management
2717,Secondary Chemistry Monitoring a.,294,7,40,ano_2001003.txt,,0.41029998660087585,Procedural&Team
2718,"Scope The team reviewed the license renewal application, the NRC's SER, applicant responses to NRC requests for additional information, plant procedures, secondary chemistry monitoring and trending history, and maintenance records for a system within the scope of license renewal.",294,40,320,ano_2001003.txt,,0.5684000253677368,Resources
2719,The team also discussed the program with responsible applicant personnel.,294,320,393,ano_2001003.txt,,0.8895000219345093,Communication
2720,"b. Observations The Secondary Chemistry Monitoring program as described in Appendix B to the license renewal application is credited for managing cracking, loss of material, loss of mechanical closure integrity, and fouling in components that are within the scope of license renewal.",294,393,676,ano_2001003.txt,,0.9785000085830688,Cognition
